run,time,repetition,Module,packetDropQueueOverflow:count,Average
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[7].ppp.queue,255,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[8].ppp.queue,527,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[9].ppp.queue,261,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[10].ppp.queue,238,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[11].ppp.queue,498,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[12].ppp.queue,364,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[13].ppp.queue,490,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[14].ppp.queue,373,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[15].ppp.queue,331,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[16].ppp.queue,203,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[17].ppp.queue,450,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[18].ppp.queue,444,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[19].ppp.queue,351,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[20].ppp.queue,235,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[21].ppp.queue,401,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[22].ppp.queue,505,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[23].ppp.queue,308,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[24].ppp.queue,401,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[25].ppp.queue,442,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[1].ppp.queue,389,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[2].ppp.queue,389,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[3].ppp.queue,251,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[4].ppp.queue,483,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[5].ppp.queue,411,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[6].ppp.queue,308,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[7].ppp.queue,449,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[8].ppp.queue,415,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[9].ppp.queue,279,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[10].ppp.queue,415,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[11].ppp.queue,335,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[12].ppp.queue,392,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[13].ppp.queue,388,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[14].ppp.queue,383,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[15].ppp.queue,398,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[16].ppp.queue,455,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[17].ppp.queue,268,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[18].ppp.queue,309,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[19].ppp.queue,476,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[20].ppp.queue,382,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[21].ppp.queue,388,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[22].ppp.queue,329,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[23].ppp.queue,345,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[24].ppp.queue,310,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[25].ppp.queue,317,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[1].ppp.queue,399,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[2].ppp.queue,413,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[3].ppp.queue,399,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[4].ppp.queue,377,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[5].ppp.queue,365,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[6].ppp.queue,306,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[7].ppp.queue,346,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[8].ppp.queue,262,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[9].ppp.queue,349,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[10].ppp.queue,201,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[11].ppp.queue,529,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[12].ppp.queue,387,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[13].ppp.queue,352,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[14].ppp.queue,319,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[15].ppp.queue,333,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[16].ppp.queue,378,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[17].ppp.queue,296,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[18].ppp.queue,321,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[19].ppp.queue,507,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[20].ppp.queue,416,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[21].ppp.queue,263,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[22].ppp.queue,436,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[23].ppp.queue,410,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[24].ppp.queue,311,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[8].ppp[25].ppp.queue,464,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[1].ppp.queue,376,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[2].ppp.queue,426,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[3].ppp.queue,226,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[4].ppp.queue,318,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[5].ppp.queue,506,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[6].ppp.queue,480,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[7].ppp.queue,406,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[8].ppp.queue,440,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[9].ppp.queue,536,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[10].ppp.queue,359,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[11].ppp.queue,342,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[12].ppp.queue,402,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[13].ppp.queue,457,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[14].ppp.queue,487,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[15].ppp.queue,457,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[16].ppp.queue,374,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[17].ppp.queue,345,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[18].ppp.queue,338,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[19].ppp.queue,361,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[20].ppp.queue,152,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[21].ppp.queue,561,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[22].ppp.queue,574,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[23].ppp.queue,375,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[24].ppp.queue,408,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[9].ppp[25].ppp.queue,410,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[1].ppp.queue,399,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[2].ppp.queue,308,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[3].ppp.queue,341,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[4].ppp.queue,443,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[5].ppp.queue,365,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[6].ppp.queue,260,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[7].ppp.queue,391,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[8].ppp.queue,304,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[9].ppp.queue,442,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[10].ppp.queue,330,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[11].ppp.queue,163,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[12].ppp.queue,264,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[13].ppp.queue,333,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[14].ppp.queue,308,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[15].ppp.queue,459,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[16].ppp.queue,264,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[17].ppp.queue,413,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[18].ppp.queue,506,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[19].ppp.queue,369,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[20].ppp.queue,474,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[21].ppp.queue,119,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[22].ppp.queue,270,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[23].ppp.queue,275,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[24].ppp.queue,329,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[10].ppp[25].ppp.queue,258,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[1].ppp.queue,285,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[2].ppp.queue,276,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[3].ppp.queue,300,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[4].ppp.queue,364,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[5].ppp.queue,403,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[6].ppp.queue,397,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[7].ppp.queue,449,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[8].ppp.queue,265,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[9].ppp.queue,451,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[10].ppp.queue,389,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[11].ppp.queue,489,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[12].ppp.queue,253,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[13].ppp.queue,413,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[14].ppp.queue,204,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[15].ppp.queue,428,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[16].ppp.queue,288,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[17].ppp.queue,427,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[18].ppp.queue,347,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[19].ppp.queue,400,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[20].ppp.queue,382,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[21].ppp.queue,365,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[22].ppp.queue,310,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[23].ppp.queue,394,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[24].ppp.queue,415,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[11].ppp[25].ppp.queue,398,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[12].ppp[1].ppp.queue,453,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[12].ppp[2].ppp.queue,361,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[12].ppp[3].ppp.queue,376,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[12].ppp[4].ppp.queue,373,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[12].ppp[5].ppp.queue,363,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[12].ppp[6].ppp.queue,347,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[12].ppp[7].ppp.queue,375,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[12].ppp[8].ppp.queue,281,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[12].ppp[9].ppp.queue,289,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[12].ppp[10].ppp.queue,334,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[12].ppp[11].ppp.queue,268,369.9216
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[12].ppp[12].ppp.queue,356,369.9216
